code,rrp
8LEN4XC1B34802,41.29
8LEN4X90X21427,30.13
8LEN4X90U90618,26.1
8LEN4X90S92381,87
8LEN4X90S91831,23.59
8LEN4X90S91830,19.17
8LEN4X90Q84427,30.97
8LEN4X41C12469,35.87
8LEN4X41C12468,36.86
8LEN4X41A30365,52.18
8LEN4X41A30364,53.07
8LEN4X40T84061,19.17
8LEN4X40Q26383,92.95
8LEN4X40N18009,26.54
8LEN4X40N18008,25.06
8LEN4X40N18007,24.46
8LEN4X40K09936,24.46
8LEN4X30M86917,36.86
8LEN4X30M56887,17.7
8LEN4X30L79921,35.39
8LEN4X30L79883,39.13
8LEN4X21L54612,37.51
8LEN4X20M26260,33.88
8LEN4X20E50566,100.27
8LEN40B30090,194.33
8LEN40B20135,293.41
8LEN40B10135UK,344.72
8LEN40B00300,387.91
8LEN40B00135,317.23
8LEN40AY0090,215.26
8LEN40AW0065,73.72
8LEN40ALLG2WWW,134.18
8LEN40AF0135UK,241.81
8LEN21KK001C,779.63
8LEN21KK000M,779.63
8LEN21KJ0017,779.63
8LEN21KJ0013,996.2
8LEN21KH001N,1025.07
8LEN21KH001L,808.51
8LEN21KG004S,1025.07
8LEN21KG0011,808.51
8LEN21K70016,1544.82
8LEN21K7000J,1328.25
8LEN21K3001C,1544.82
8LEN21JT000H,1039.51
8LEN21JT0009,895.13
8LEN21JT0008,837.38
8LEN21JT0007,981.76
8LEN21JR000A,1039.51
8LEN21JR0008,837.38
8LEN21JR0004,895.13
8LEN21JR0001,981.76
8LEN21JN004N,924.01
8LEN21JN004M,1068.38
8LEN21JN0002,1010.63
8LEN21JN0000,866.26
8LEN21JK0058,1068.38
8LEN21JK0057,924.01
8LEN21JK0009,1010.63
8LEN21JK0000,866.26
8LEN21JG000J,1779.18
8LEN21JG000F,1198.32
8LEN21JG0008,1371.57
8LEN21J8000C,1968.75
8LEN21HQ003J,2479.18
8LEN21HQ003C,2114.59
8LEN21HM0072,2566.68
8LEN21HM004Q,1531.25
8LEN21HM003U,2231.26
8LEN21HH002J,1588.13
8LEN21HH002A,1371.57
8LEN21HD004M,1588.13
8LEN21HD003F,1371.57
8LEN21H3002H,1217.72
8LEN21H3002E,1436.47
8LEN21H1003F,1436.47
8LEN21H1003E,1205.54
8LEN21FJ001Y,1328.25
8LEN21FJ0005,1544.82
8LEN21FG002A,977.09
8LEN21FG000D,1386
8LEN21F6003W,1660.32
8LEN21F60037,1443.75
8LEN21F2001E,1905.75
8LEN21F20011,1746.93
8LEN21EX003W,1891.32
8LEN21EX0032,1674.75
8LEN21ED004H,1227.2
8LEN21EB0042,1010.63
8LEN21E80022,2420.85
8LEN21E30054,1012.8
8LEN21DL000B,1140.57
8LEN21DL0005,900.27
8LEN21DK000A,924.01
8LEN21DK0005,1140.57
8LEN21DJ000D,1114.58
8LEN21DJ000C,924.01
8LEN21D20012,1750
8LEN21D20011,2107.88
8LEN21D20010,1940.81
8LEN21CY000E,1150.63
8LEN21CX004D,991.68
8LEN21CX000H,1210.43
8LEN21BX000W,1604.18
8LEN21BV00A9,1443.75
8LEN21BR001C,2050.13
8LEN21BN0035,1804.68
8LEN21B90023,1025.86
8LEN21B3001B,1169.45
8LEN21B3000L,1330.84
8LEN21AW0032,1299.38
8LEN21AT000J,787.51
8LEN21AT000E,933.34
8LEN20X1003V,1312.96
8LEN20W000VK,1358.57
8LEN20UX000EUK,651.55
8LEN20UN00DY,1969.31
8LEN12NBGAT1,461.69
8LEN12NAGAT1,417.02
8LEN12N9GAT1,372.34
8LEN12N8GAT1,327.66
8LEN12LN000A,685.78
8LEN12CE0085,649.68
8LEN12BKMAT1,253.19
8LEN11VL001M,1090.04
8LEN11VF002TUK,1183.88
8LEN11UD0002,1136.77
8LEN11U5000H,1241.63
8LEN11U5000G,815.72
8LEN11U50007,938.45
8LEN11U50006,837.38
8LEN11TX0005,1192.21
8LEN11TX0002,822.95
8LEN11T8004T,942.69
8LEN11T8004S,844.61
8LEN11T8004K,1162.22
8LEN11T8001X,822.95
8LEN11T8000J,960.11
8LEN11T8000C,1140.57
8LEN11T60045,824.85
8LEN11T300B5,887.92
8LEN11T300B4,656.91
8LEN11T300B0,651.55
8LEN11T3002S,777.34
8LEN11T3002R,700.21
8LEN11T3002M,616.25
8LEN11T000FD,996.2
8LEN11T000F7,721.87
8LEN11SX000P,714.66
8LEN11R80041,873.47
8LEN11R8002Q,794.07
8LEN11NA0006,1371.57
8LEN11LV005J,721.87
8LEN11JN006H,721.87
8LEN11JN000E,729.09
8LEN11JN000C,765.2
8LEN11GS,311.14
8LEN11GDPAT1,454.26
8LEN11GC,536.17
8LEN0B47483,47.29
8LEN0B47069,22.12
8LEN0B47045,30.97
8LE81WC0089,448.22
8LE62B8MAT3,215.95
8LE62A9GAT1,506.38
8LE62A7KAT1UK,141.48
8LE61FCMAT6UK,208.5
8LE61FBMAT6,305.31
8LE61EAGAT6UK,446.81
8LE61B4MAT1UK,268.09
8LE50G0335,1286.31
8LE50G0225,911.4
8LE50G0135,993.29
8LE50G0125,800.45
8LE50G0085,718.56
8LE50G0065,608.68
8LE4XD0K25030,26.1
8LE4X40Y95215,35.87
8LE4X40Y95214,17.7
8LE4X40N18010,29.34
8LE4X30M39496,55.44
8LE4X30H56828,70.77
8LE4X20M26276,36.86
8LE4X20M26272,36.86
8LE4X20M26268,40.77
8LE47C9693,2245.11
8LE47C9593,1530.86
8LE47C9163,1002.99
8LE47C9063,642.07
8LE42C7393,995.44
8LE42C7373,651.77
8LE42C0093,596.82
8LE42C0073,476.17
8LE40N9763,316.96
8LE40N9753,416.51
8LE40N9743,329.66
8LE40N9473,516.03
8LE40N9423,358.75
8LE40N9413,335.09
8LE40N9173,387.83
8LE40N9143,188.33
8LE40N9113,226.81
8LE40AU0065UK,143.49
8LE40AK0065WW,51.6
8LE38S0413,659.72
8LE36S0828,886.63
8LE36S0508,856.48
8LE36S0408,656.08
8LE36S0308,507.42
8LE32D0473,9084.94
8LE32D0173,3550.79
8LE32D0073,3759.81
8LE32D0023,3759.81
8LE32C0252,9677.46
8LE32C0250,8087.35
8LE32C0017,3991.43
8LE29S8113,629.15
8LE29S0734,332.01
8LE29S0374,386.81
8LE29S0313,242.13
8LE29S0263,188.79
8LE29S0213,447.09
8LE29S0163,383.52
8LE29S0063,285.49
8LE29S0013,219.77
8LE26Z0144,12841.5
8LE26Z0143,9512.61
8LE26Z0142,7551.92
8LE25B0051,2731.23
8LE21K0232,1147.34
8LE18M0755,184.97
8LE18M0430,207.4
8LE18M0130,114.03
8LE11GTPAT1UK,402.12
8LE11GEPAT1,476.59
8LE0B47002,60.33
8LASTLR5000400,177.56
8LASTLR4000400,161.9
8LASTLR2000400,112.57
8LASTLP5000400,172.38
8LASTLP4000400,153.94
8LASTLP2000400,104.87
8LASTLP1000400,78.16
8LASTLG40000400,1842.27
8LASTLG36000400,1660.69
8LASTLG32000400,1518.17
8LASTLG16000400,914.83
8LASTKS500400,133.69
8LASTKS2000400,196.53
8LASTKS1000400,112.57
8LASTKH2000800,204.5
8LASTJJ5000400,186.19
8LASTHZ4000800,1135.19
8LASTHZ1000800,215.49
8LASTHW2000800,1074.22
8LASTHT8000800,535.92
8LASTHS4000800,383.47
8LASTHS16000800,690.73
8LASTHR500800,129.58
8LASTHR2000800,281.57
8LASTHR1000800,184.46
8LASTHM5004,141.32
8LASTHJ8000800,557.05
8LASTHJ16000800,844.37
8LASTHG5000402,181.17
8LASTHG4000402,161.9
8LASTHG1000400,78.16
8LASTHA8000800,278.12
8LASTHA6000800,250.95
8LASTHA4000800,205.23
8LASTHA20000800,672.32
8LASTHA18000800,598.08
8LASTHA16000800,528.89
8LASTHA14000800,456.26
8LASTHA10000800,332.14
8LASTGW4000800,281.46
8LASTGB8000400,671.96
8LASTFR5000800,197.16
8LASTFR4000800,177.31
8LASTFR2000800,120.85
8LASTFR2000403,144.83
8LASTFR1000800,94.64
8LAC9000633,166.39
8LAC9000298,110.33
8LAC301558,82.87
8LA9000490,266.5
8KY1203RA0UN0,207.16
8KY1203PK0KL1,243.6
8KY1203NN3NL0,765.51
8KY110C103NL0,1999.77
8KY110C0Y3NL0,576.8
8KY110C0X3NL0,694.71
8KY110C0W3NL0,925.57
8KY110C0C3NL0,355.05
8KY110C0B3NL0,480.56
8KY110C0A3NL0,521.91
8KY110C093NL0,394.49
8KY1102YW3NL0,321.69
8KY1102YV3NL0,260.05
8KY1102YK3NL0,818.37
8KY1102YJ3NL0,540.92
8KY1102V33NL0,1932.55
8KY1102V23NL0,1678.28
8KY1102V13NL1,1429.82
8KY1102TZ3NL1,989.6
8KY1102TX3NL1,867.71
8KY1102TF3NL0,1207.37
8KY1102TB3NL1,2143.29
8KY1102SH3NL0,657.65
8KY1102SG3NL0,590.11
8KY1102S53NL0,744.56
8KY1102S33NL0,585.21
8KY1102S13NL0,448.88
8KY1102S03NL0,381.09
8KY1102RY3NL0,353.99
8KY1102RX3NL0,295.23
8KY1102RW3NL0,284.7
8KY1102RV3NL0,227.46
8KY1102RS3NL0,4348.32
8KY1102RR3NL0,2267.44
8KY1102RC3NL0,393.93
8KY1102RB3NL0,428.71
8KY1102R83NL0,551.54
8KY1102R73NL1,575.37
8KY1102R73NL0,544.82
8KY1102P43NL0,3497.44
8KY1102P33NL0,2485.87
8KY1102P23NL0,2348.82
8KY1102M73NL2,273.74
8KY1102M33NL2,215.57
8KSOKSRAC15BK,11.98
8KSOKSENGA2BK,34.86
8KSKSEDGE20WH,13.83
8KSKSDIGGIT2,43.4
8KSEDGE20BK,14.62
8KSEDG50,12.19
8KSBOO30RG,24.93
8KISNV2S500G,41.06
8KISNV2S4000G,247.83
8KISNV2S250G,30.48
8KISNV2S2000G,106.97
8KISNV2S1000G,59.08
8KISKC6001024G,101.63
8KISKC3000S512G,68.15
8KISKC3000S1024G,111.24
8KISFYRD4000G,426.08
8KISFYRD2000G,190.75
8KISDS264GB,5.43
8KISDS2128GB,9.44
8KISDR2128GB,76.71
8KISDCS264GB,4.63
8KISDCS2512GB,34.29
8KISDCS232GB,3.39
8KISDCS2256GB,15.93
8KISDCS2128GB,8.6
8KISA400S37960G,55.5
8KISA400S37480G,33.38
8KISA400S37240G,25.9
8KISA400M8240G,23.24
8KISA2000M8500G,61.39
8KIIKVP5016GB,36.36
8KIIKLP5032GB,33.53
8KIIKLP5016GB,24.67
8KIDTXON64GB,3.67
8KIDTXON256GB,13.33
8KIDTXON128GB,5.8
8KIDTXM64GB,4.05
8KIDTXM128GB,6.45
8KIDTX64GB,4.02
8KIDTX256GB,13.65
8KIDTX128GB,6.68
8KIDTMC3G264GB,7.39
8KIDTKN64GB,6.48
8KIDTKN32GB,6.02
8KIDTKN256GB,16.9
8KIDTKN128GB,9.97
8KIDT7064GB,3.91
8KIDT70128GB,6.31
8KIDT4000G2DM32GB,132.79
8JVPKL2615UG,494.51
8JVHAKD7RNE,18.66
8JVHAA5TZNE,28
8JVBHL5010SDL,119.27
8JLIEUEPRORWHT123,10.5
8JL10383667,32.77
8JL10381336,27.34
8JL10379841,32.82
8JL10379840,21.88
8JL10379839,65.65
8JL10379838,21.83
8JL10379837,76.4
8JL10379579,43.76
8JL10379578,43.76
8JL10379577,43.76
8JL10367871,27.34
8JL10367870,27.34
8JL10367869,27.34
8JL10367867,73.51
8JL10363017,84.03
8JL10360672,32.82
8JL10360671,32.82
8JL10360670,32.82
8JL10351495,27.34
8JL10351494,27.34
8JL10351493,27.34
8JL10351492,31.11
8JL10334682,54.84
8JL10332567,54.84
8JL10332566,109.45
8JL10332556,32.9
8JL10332539,21.88
8JL10332537,76.59
8JL10332533,21.92
8JL10332531,16.35
8JL10332530,16.42
8JL10332527,32.9
8JL10332526,32.9
8JL10332519,10.91
8JL10332518,21.83
8JL10332517,21.35
8JCBTT22,746.66
8JCBTP231,306.14
8JA4999823109,46.13
8JA10383084,105.22
8JA10383083,105.22
8JA10383082,105.22
8JA10383081,105.22
8JA10069232,96.17
8IS200106716,8.75
8IS200106715,14.08
8IS200103873,19.25
8IS200103871,15.67
8IS200102654,13.22
8INSPLAMP088,163.69
8INSPLAMP084,204.97
8INSPLAMP082,495.96
8INSPLAMP081,404.12
8INSPLAMP080,340.94
8INSPLAMP073,385.69
8INSPLAMP064,282.53
8INSPLAMP046,407.9
8INSPLAMP038,407.9
8HU55034494,112.28
8HU55034088,67.35
8HU55033466,123.51
8HU55033465,123.51
8HU55032984,101.05
8HU55028232,104.96
8HU55028230,104.96
8HU55027538,94.46
8HU55027537,94.46
8HU55027535,94.46
8HU55027342,83.96
8HU55027341,83.96
8HU55027152,188.89
8HU55027151,241.37
8HU55027150,209.89
8HU55026963,209.89
8HU55026956,188.89
8HU55026638,46.72
8HU55026636,46.72
8HU55026634,46.72
8HU55026633,46.72
8HU55025877,94.46
8HU55025792,188.89
8HU55024553,141.53
8HU55024473,31.14
8HU55024471,31.14
8HU53060442,374.81
8HU53060272,642.53
8HU53060236,481.89
8HU53060214,567.29
8HU53060070,137.91
8HU53037286,389.91
8HU53037155,471.73
8HU53012UDN,706.83
8HU53012RUV,761.21
8HU53012NHK,184.86
8HU53012NDS,195.73
8HU53012NCP,152.22
8HU53011TRE,594.08
8HU53010VPJ,1569.26
8HON5503AAQB,41.89
8HON5301AGHX,188.85
8HON5301AENJ,188.85
8HON5301ADSN,283.26
8HON5109ATQJ,468.5
8HON5109ATQG,468.5
8HON5109ATMC,135.34
8HON5109ATMA,135.34
8HON5109ASWG,260.26
8HON5109ASWE,260.26
8HON5109ASWC,260.26
8HON5109ARWX,343.56
8HON5109ARUL,343.56
8HON5109ARUJ,343.56
8HON5109ARFG,989.06
8HON5109APYP,208.22
8HON5109APYM,208.22
8HON5109APYK,208.22
8HON5109APFE,229.04
8HON5109APFC,229.04
8HON5109APFA,229.04
8HON5109AMMH,187.39
8HON5109AMMF,187.39
8HON5109AMMD,187.39
8HON5109AKJN,520.55
8HON5109AJDT,499.73
8HON5109AFPX,260.26
8HON5109AECS,316.06
8HON5109ADUH,179.09
8HON5109ADUF,179.09
8HON5109ADAA,231.78
8HON5109ACYX,231.78
8HON5109ACYV,231.78
8HON5109ABCU,474.11
8HON5109ABCS,474.11
8HIHS218,121.2
8HIDT01881,446.04
8HIDT01591,758.21
8HIDT01581,404.29
8HIDT01511,197.23
8HIDT01481,205.83
8HIDT01471,403.87
8HIDT01461,150.51
8HIDT01411,243.29
8HIDT01291,404.12
8HIDT01281,340.94
8HIDT01171,282.53
8HIDT01022,76.29
8HIDT01021,73.35
8HIDT00911,206.53
8HIDT00871,407.9
8HIDT00841,199.49
8HIDT00751,309.72
8HIDT00665,204.37
8HIDT00661,204.37
8HIDT00031,30.11
8HI65A6KTUK,758.18
8HI55U6KQTUK,1084.06
8HI50E7HQTUK,722.02
8HI43E7HQ,613.54
8HI40A5KQTUK,261.88
8HI32A5KQTUK,206.77
8HAHT273HPB,371.42
8HAHT248PPB,310.25
8HAHT225HPB,220.77
8HAHT161HNB,208.82
8HAHS248PPB,101.44
8HAHP248WJB,164.08
8HAHP248UJB,149.16
8HAHP248PJB,138.73
8HAHP247HJB,126.8
8HAHP225HFB,108.91
8HAHL400UPB,231.2
8HAHL320UPB,198.42
8HAHL205HPB,110.38
8HAHC284PUB,220.75
8HAHC272PFB,171.54
8HAHC270HPB,137.24
8HAHC240HFW,104.44
8HAHC225HFB,88
8GTSDPS71F007,1871.66
8GTSDPS41A001,246.26
8GTSDPS11A002,551.18
8GTSDPS11A001,263.87
8GTSDPH91G004,198.18
8GTSDPH62H040,1888.1
8GTSDPH62H012,790.43
8GTSDPH51J012,696.6
8GTSDPH51J004,396.38
8GTSDPH34H080,5629.09
8GTSDPH34H024,2245.77
8GT0G060521,157.88
8GIGVN2060OC6GD,523.95
8GIGVN105TD54GD,225.67
8FR10377662,135.49
8FR10377661,124.67
8FR10377660,124.67
8FR10377659,114.88
8FR10377658,114.88
8FR10377656,104.41
8FR10377555,180.28
8FR10377554,180.28
8FR10377553,180.28
8FR10377552,125.08
8FR10377550,221.37
8FR10377549,132.8
8FR10377548,132.8
8FR10377547,132.8
8FR10377546,132.8
8FR10366481,112.95
8FR10362420,87.74
8FR10361740,106.74
8FR10361738,96.22
8FR10361737,96.22
8FR10361736,111.15
8FR10361735,111.15
8FR10361734,131.43
8FR10361732,165.05
8FR10361731,165.05
8FR10361728,75.25
8FR10361726,85.79
8FR10361724,85.79
8FR10361723,85.79
8FR10361722,85.79
8FR10361721,75.25
8FR10361720,75.25
8FR10361719,75.25
8FR10361717,87.74
8FR10361715,77.21
8FR10361713,103.67
8FR10361712,93.13
8FR10361711,93.13
8FR10361707,96.22
8FR10361705,62.23
8FR10361703,70.9
8FR10361701,62.23
8FR10361137,104.8
8FR10361136,114.95
8FR10361135,125.08
8FR10361133,123.02
8FR10361132,133.15
8FR10361131,153.43
8FR10361130,133.15
8FR10347933,106.74
8FR10347932,106.74
8FR10334775,180.42
8FR10334773,221.37
8FR10334771,180.42
8FR10334770,180.42
8FR10312824,146.06
8FR10312823,146.06
8FR10312822,146.06
8FR10312821,146.06
8FR10312819,116.86
8FR10312818,116.86
8FR10312817,116.86
8FR10312816,116.86
8FR10312815,106.74
8FR10309141,106.74
8FR10309140,116.86
8FR10284138,106.74
8FR10284137,116.86
8FR10284135,116.86
8FR10279283,155.25
8FR10279281,155.25
8FR10279280,165.37
8FR10279279,165.37
8FR10279277,165.37
8FR10279276,165.37
8FR10279275,155.25
8FR10268996,209.01
8FR10268995,209.01
8FR10268993,198.88
8FR10186580,91.99
8FR10186578,81.84
8FR10186575,91.99
8FR10178521,130.98
8FR10165797,91.99
8FR10160463,92.3
8FR10154508,48.93
8FR10098581,81.84
8FR10070680,51.95
8FR10070679,43.85
8FR10070676,37.79
8FR10070675,37.79
8FR10070674,97.54
8FR10070671,78.79
8FR10070669,79.65
8EPV13H010L97,102.73
8EPV13H010L94,158.54
8EPV13H010L92,122.65
8EPV13H010L91,106.2
8EPV13H010L90,111.55
8EPV13H010L89,179.05
8EPV13H010L88,157.44
8EPV13H010L85,89.1
8EPV13H010L83,506.62
8EPV13H010L82,1664.6
8EPV13H010L81,981.09
8EPV13H010L80,108.26
8EPV13H010L79,111.59
8EPV13H010L67,245
8EPV13H010L61,251.36
8EPV13H010L60,194.57
8EPV11HA86040,506.14
8EPV11HA85040,775.89
8EPV11HA74040,1264.27
8EPV11HA14040,1405.96
8EPV11H980040,920.81
8EPV11H9790,815.91
8EPV11H976040,686.13
8EPV11H961041,1515.25
8EPV11H959041,1981.46
8EPV11H956640,3263.62
8EPV11H956540,3263.62
8EPT800900,235.89
8EPT800800,235.89
8EPT800700,235.89
8EPT800600,235.89
8EPT800500,235.89
8EPT800400,235.89
8EPT800300,235.89
8EPT800200,235.89
8EPT800100,235.89
8EPT800000,235.89
8EPT642800,76.55
8EPT642600,76.55
8EPT642500,76.55
8EPT642300,76.55
8EPT642200,76.55
8EPT642100,76.55
8EPT642000,45.93
8EPT636B00,285.56
8EPT636A00,285.56
8EPT636700,285.56
8EPT636600,285.56
8EPT636500,285.56
8EPT636400,285.56
8EPT636300,285.56
8EPT636200,285.56
8EPT636100,285.56
8EPT619300,62.29
8EPT619100,14.31
8EPT612800,103.15
8EPT596C00,279.48
8EPT591900,285.56
8EPT591300,285.56
8EPT591200,285.56
8EPT591100,285.56
8EPT49H200,25.33
8EPT49H100,25.33
8EPT44QD40,130.48
8EPT44QB40,130.48
8EPT44QA40,130.48
8EPT44Q940,130.48
8EPT44Q840,130.48
8EPT44Q740,130.48
8EPT44Q640,130.48
8EPT44Q540,130.48
8EPT44Q440,130.48
8EPT44Q340,130.48
8EPT44Q240,130.48
8EPT44Q140,130.48
8EPT44JD40,235.89
8EPT44JB40,235.89
8EPT44JA40,235.89
8EPT44J940,235.89
8EPT44J840,235.89
8EPT44J740,235.89
8EPT44J640,235.89
8EPT44J540,235.89
8EPT44J440,235.89
8EPT44J340,235.89
8EPT44J240,235.89
8EPT44J140,235.89
8EPT41R540,56.83
8EPT41R440,56.83
8EPT41R340,56.83
8EPT41R240,56.83
8EPT41F540,134.33
8EPT41F440,134.33
8EPT41F340,134.33
8EPT41F240,134.33
8EPT40D440,51.04
8EPT40D340,51.04
8EPT40D240,51.04
8EPT40D140,72.21
8EPT40C440,32.35
8EPT40C340,32.35
8EPT40C240,32.35
8EPT40C140,51.04
8EPC51CK34100A0,101.23
8EPC51CF48100,50.61
8EPC12C933151,353.07
8EPC11CK92401,64.47
8EPC11CK65402,80.98
8EPC11CK64401,87.79
8EPC11CK63401,77.73
8EPC11CK62401,87.46
8EPC11CK61401,87.46
8EPC11CK60402,116.42
8EPC11CK60401,102.26
8EPC11CK57401,291.55
8EPC11CK25401BY,360.15
8EPC11CK23401BY,514.5
8EPC11CK18401CA,162.92
8EPC11CJ89401,482.34
8EPC11CJ88401,459.99
8EPC11CJ77301A1,724.78
8EPC11CJ67416CA,249.99
8EPC11CJ65401,343
8EPC11CJ63403,299.99
8EPC11CJ63402,332.29
8EPC11CJ60407CA,388.74
8EPC11CJ60401,471.63
8EPC11CJ56301A1,2244.79
8EPC11CJ55302A1,1652.49
8EPC11CJ55301A1,1889.4
8EPC11CJ41401CA,699.73
8EPC11CJ29401CA,913.56
8EPC11CJ18401BY,236.43
8EPC11CJ15301A1,2342.27
8EPC11CJ07401,161.97
8EPC11CJ06401,182.21
8EPC11CJ05403CA,206.36
8EPC11CJ05401,174.92
8EPC11CJ04401CA,777.49
8EPC11CH96401CA,583.1
8EPC11CH71405BY,1457.79
8EPC11CH71401CA,1166.24
8EPC11CH68401,258.15
8EPC11CH67401,252.67
8EPC11CH65301A1,4682.62
8EPC11CH45401,253.08
8EPC11CH44401BY,204.19
8EPC11CH43401BY,233.24
8EPC11CH38401DA,750.61
8EPC11CH37401DA,1202.29
8EPC11CH25401DA,214.94
8EPC11CH13301A3,7417.44
8EPC11CH13301A1,5208.83
8EPC11CH12301A3,4536.81
8EPC11CH12301A1,2803.14
8EPC11CH03401,144.05
8EPC11CG97402,161.97
8EPC11CG97401,161.97
8EPC11CG96402BY,214.37
8EPC11CG93402BY,485.91
8EPC11CG92402BY,450.18
8EPC11CG86416CA,246.53
8EPC11CG86401,246.53
8EPC11CG85401,407.32
8EPC11CG70401BY,989.17
8EPC11CG70401BC,1375.07
8EPC11CG69401BY,1156.39
8EPC11CG68401BZ,2957.21
8EPC11CG68401BY,1477.97
8EPC11CG43401,334.07
8EPC11CG28407,111.36
8EPC11CG28403,101.23
8EPC11CF66001A7,3097.61
8EPC11CF66001A6,3097.61
8EPC11CF66001A5,2007.14
8EPC11CF66001A4,2007.14
8EPC11CF39403,565.96
8EPC11CF39402A1,803.95
8EPC11CF38402A1,964.73
8EPC11CF37403A1,720.34
8EPC11CF12302A1,1580.6
8EPC11CF12301A1,1627.58
8EPC11CF11302A1,1042.03
8EPC11CF11301A1,873.18
8EPC11CE20001A0,10021.3
8EPC11CD81404BY,643.13
8EPC11CD68301A0,3476.73
8EPC11CD67301A2,6387.3
8EPC11CD67301A0,3103.59
8EPC11CD66301A1,2045.76
8EPC11CD66301A0,2357.32
8EPC11CD41301A0,5715.58
8EPC11CD40301EB,6088.73
8EPC11CD40301A1,9219.88
8EPC11CD40301A0,5093.68
8EPC11CD36401,151.84
8EPC11CC24032,257.26
8EPC11CA92001A2,1556.42
8EPC11C605011DA,5100.2
8EPC11C605011A5,5376.76
8EPB11B265401BY,610.13
8EPB11B263401BY,366.07
8EPB11B262401BY,421.54
8EPB11B261401BY,343.88
8EPB11B259401BY,377.16
8EPB11B258401BY,403.21
8EPB11B256401BY,3091.17
8EPB11B253402,166.39
8EPB11B253401,175.76
8EPB11B252402,133.11
8EPB11B252401,124.05
8EPB11B251401BY,776.54
8EPB11B250401BY,610.13
8EPB11B249401PU,310.17
8EPB11B249401BY,299.52
8EPB11B244401BY,310.6
8EPB11B239401PU,299.82
8EPB11B239401BY,288.41
8EPB11B237401BY,568.65
8EPB11B226401BU,641.09
8EPB11B224401BY,992.57
8EPB11B205331BU,1576.44
8EPB11B205231BY,1018.12
8EPB11B205231BU,1297.28
8EPB11B205131BY,593.7
8EPB11B205131BU,957.7
8EPB11B204331BU,2408.49
8EPB11B204231BU,2773.4
8EPB11B204131BY,1664.03
8EPB11B204131BU,1948.67
8EPB11B198031,341.18
8ENMIHO109,13.44
8ENMIHO092,43.23
8ENMIHO089,23.67
8ENMIHO086,44.77
8ENMIHO073,44.56
8ENMIHO059,32.56
8ENMIHO045,39.62
8ENMIHO026,26.74
8ENMIHO023,35.66
8ENMIHO022,35.66
8ENMIHO008,22.27
8ENMIHO007,28.53
8ENENER106,83.85
8ENENER104,16.1
8ENENER015,14.08
8ENENER010,25.69
8ENENER007,11.82
8ENENER0023,22.16
8EMV50001UK,60.37
8EMV200001UKB,57.06
8EMS5001UK,326.17
8EMS4001UK,254.44
8EME30001,30.2
8EC10386562,49.41
8EC10384020,34.31
8EC10384018,38.89
8EC10384015,61.77
8EC10384013,28.81
8EC10383998,24.71
8EC10383997,12.6
8EC10383996,14.29
8EC10383995,12.35
8EC10383994,14.29
8EC10383993,6.85
8EC10383991,13.61
8EC10383989,12.35
8EC10383988,30.88
8EC10383966,34.31
8EC10383965,34.31
8EC10383964,34.31
8EC10383963,115.29
8EC10383962,24.71
8EC10383959,39.05
8EC10383958,61.77
8EC10383956,24.71
8EC10383953,24.71
8EC10383952,61.77
8EC10383950,30.62
8EC10383934,30.62
8EC10383933,30.62
8EC10383931,24.71
8EC10383923,61.77
8EC10383922,37.06
8EC10383921,10.98
8EC10383920,16.32
8EA9RK,297.49
8DVLAMPSLDL,119.27
8DU4568755H,206.53
8DU4568755G,199.49
8DU4568404,200.55
8DU4566757W,335.06
8DU4566640W,193.4
8DU4566532,140.63
8DU4566235W,185.81
8DU4566136,191.93
8DU4566133,161.53
8DP116380DL,145.94
8DP112531DL,306.66
8DP110284DL,145.94
8DP109804DL,145.94
8DP109387ADL,236.1
8DP105495DL,153.94
8DO7354,46.13
8DLIDWM222,79.1
8DLIDGS121028MEB,220.29
8DLIDGS121010P,114.83
8DLIDGS1024DB,104.05
8DLIDGS1005DB,15.71
8DLDWR978E,527.77
8DLDWR960,126.67
8DLDWR932,54.94
8DLDWR921E,95.23
8DLDWR921B,94.4
8DLDWAX1850,53
8DLDWA582,32.7
8DLDWA182,28.78
8DLDWA172,25.37
8DLDWA171,17
8DLDWA131,10.37
8DLDWA121,6.55
8DLDUBM810,62.86
8DLDUBM610,45.78
8DLDUBM530,39.7
8DLDUBM520,59.78
8DLDUBH7B,24.64
8DLDUBE100,25.93
8DLDPE301GI,45.11
8DLDPE101GI,30.94
8DLDISN24048,152.85
8DLDIS100G6S,190.58
8DLDIRX1560,73.25
8DLDGS151028X,374.5
8DLDGS125028X,309.01
8DLDGS125028,597.39
8DLDGS121052MP,520.86
8DLDGS121028MP,359.87
8DLDGS121024P,315.73
8DLDGS121008P,125.15
8DLDGS110024PV2,213.85
8DLDGS110016V2,117.24
8DLDGS108B,32.61
8DLDGS105B,24.74
8DLDGS1026MP,328.36
8DLDGS1008DB,21.34
8DLDGS1005PB,54.96
8DLDES121028P,312.7
8DLDES108B,20.09
8DLDES105E,16.03
8DLDES105B,17.21
8DLDES1008PA,72.49
8DLDES1005DB,8.75
8DLDCS2800LHEU,142.58
8DLDAP2610,93.16
8DLDAP1360E,30
8DLDAP1360B,30
8DIXS1,97.03
8DIXD8100U,264.43
8DIXD590U,83.71
8DIXD560U,104.44
8DIXD3200U,245.81
8DIX1261,76.29
8DIX1161P,76.29
8DIWX5400,145.94
8DIW307UST,110.38
8DIW1070PLUS,85.93
8DIW1070,82.22
8DIVS250,93.31
8DIUX80,159.26
